pl_name,hostname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_age,st_ageerr1,st_ageerr2,st_agelim,st_dens,st_denserr1,st_denserr2,st_denslim,pl_pubdate
WASP-153 b,WASP-153,3.332609,2.e-6,-2.e-6,0,0.048,0.001,-0.001,0,1.55,0.1,-0.08,0,0.39,0.02,-0.02,0,0.15,0.03,-0.03,0,0.009,,,1,1700,40,-40,0,5914.,64.,-64.,0,1.73,0.1,-0.09,0,1.34,0.09,-0.09,0,0.34,0.11,-0.11,0,[Fe/H],4.,0.8,-0.8,0,0.37,0.06,-0.04,0,2018-03
TOI-530 b,TOI-530,6.387597,0.000019,-0.000018,0,0.052,0.005,-0.004,0,0.83,0.06,-0.06,0,0.4,0.09,-0.1,0,0.93,0.49,-0.35,0,0.,,,0,565,28,-31,0,3659.,120.,-120.,0,0.54,0.03,-0.03,0,0.53,0.02,-0.02,0,0.376,0.095,-0.095,0,[Fe/H],,,,,4.278,0.412,-0.395,0,2022-03
NGTS-18 b,NGTS-18,3.05125,0.00001,-0.00001,0,0.0448,0.0068,-0.0068,0,1.21,0.18,-0.18,0,0.409,0.081,-0.063,0,0.28,0.25,-0.12,0,0.,,,0,1381,55,-53,0,5610.,150.,-150.,0,1.39,0.21,-0.21,0,1.,0.03,-0.03,0,0.15,0.1,-0.1,0,[Fe/H],10.84,1.28,-1.45,0,,,,,2021-03
WASP-132 b,WASP-132,7.133521,9.e-6,-9.e-6,0,0.067,0.001,-0.001,0,0.87,0.03,-0.03,0,0.41,0.03,-0.03,0,0.84,0.08,-0.08,0,0.,,,0,763,16,-16,0,4775.,100.,-100.,0,0.74,0.02,-0.02,0,0.8,0.04,-0.04,0,0.22,0.13,-0.13,0,[Fe/H],0.5,,,-1,2.82,0.1,-0.2,0,2017-03
WASP-168 b,WASP-168,4.153658,3.e-6,-3.e-6,0,0.0519,0.0008,-0.0008,0,1.5,0.5,-0.3,0,0.42,0.04,-0.04,0,0.16,0.13,-0.09,0,0.,,,0,1340,40,-40,0,6000.,100.,-100.,0,1.12,0.06,-0.06,0,1.08,0.05,-0.05,0,-0.01,0.09,-0.09,0,,3.96,1.77,-1.77,0,1.1,0.2,-0.2,0,2019-01
K2-60 b,K2-60,3.00265,0.00004,-0.00004,0,0.045,0.003,-0.003,0,0.683,0.037,-0.037,0,0.426,0.037,-0.037,0,1.7,0.3,-0.3,0,0.,,,0,1400,50,-50,0,5500.,100.,-100.,0,1.12,0.05,-0.05,0,0.97,0.07,-0.07,0,0.01,0.11,-0.11,0,[Fe/H],10.,3.,-3.,0,0.99,0.06,-0.06,0,2017-03
KELT-6 b,KELT-6,7.8457,0.0002,-0.0002,0,0.07939,0.001,-0.00099,0,1.193,0.13,-0.077,0,0.43,0.045,-0.046,0,0.311,0.069,-0.076,0,0.22,0.12,-0.1,0,1313,59,-38,0,6102.,43.,-43.,0,1.58,0.16,-0.09,0,1.08,0.04,-0.04,0,-0.281,0.039,-0.038,0,[Fe/H],6.1,0.2,-0.2,0,0.387,0.068,-0.088,0,2014-02
Kepler-77 b,Kepler-77,3.57878087,2.3e-7,-2.3e-7,0,0.04501,0.00063,-0.00063,0,0.96,0.016,-0.016,0,0.43,0.032,-0.032,0,0.603,0.055,-0.055,0,0.,,,0,1440,100,-120,0,5520.,60.,-60.,0,0.99,0.02,-0.02,0,0.95,0.04,-0.04,0,0.2,0.05,-0.05,0,[M/H],7.5,2.,-2.,0,1.365,0.023,-0.023,0,2013-09
Kepler-12 b,Kepler-12,4.4379629,6.e-7,-6.e-7,0,0.0553,0.001,-0.0012,0,1.754,0.031,-0.036,0,0.432,0.053,-0.051,0,0.11,0.02,-0.02,0,,,,,1480,30,-30,0,5947.,100.,-100.,0,1.48,0.03,-0.03,0,1.17,0.05,-0.05,0,0.07,0.04,-0.04,0,[Fe/H],,,,,,,,,2015-05
WASP-144 b,WASP-144,2.2783152,1.3e-6,-1.3e-6,0,0.0316,0.0005,-0.0005,0,0.85,0.05,-0.05,0,0.44,0.06,-0.06,0,0.95,0.2,-0.2,0,0.,,,0,1260,40,-40,0,5200.,140.,-140.,0,0.81,0.04,-0.04,0,0.81,0.04,-0.04,0,0.18,0.14,-0.14,0,,8.71,4.12,-4.12,0,2.17,0.23,-0.23,0,2019-01
Kepler-7 b,Kepler-7,4.8854892,9.e-7,-9.e-7,0,0.06067,0.00059,-0.00059,0,1.622,0.013,-0.013,0,0.441,0.043,-0.042,0,0.14,0.02,-0.02,0,,,,,1630,10,-10,0,5933.,44.,-44.,0,1.97,0.01,-0.01,0,1.36,0.03,-0.03,0,0.11,0.03,-0.03,0,[Fe/H],,,,,,,,,2015-05
TOI-1259 A b,TOI-1259 A,3.477978,1.9e-6,-1.7e-6,0,0.0407,0.00114,-0.0011,0,1.022,0.03,-0.027,0,0.441,0.049,-0.047,0,0.513,0.051,-0.048,0,0.,,,0,963,21,-21,0,4775.,100.,-100.,0,0.71,0.02,-0.02,0,0.74,0.06,-0.06,0,-0.5,0.5,-0.5,0,[Fe/H],4.8,0.7,-0.8,0,2.92,0.03,-0.04,0,2021-11
WASP-94 A b,WASP-94 A,3.9501907,4.4e-6,-3.e-6,0,0.055,0.001,-0.001,0,1.72,0.06,-0.05,0,0.452,0.035,-0.032,0,0.118,0.011,-0.011,0,0.13,,,1,1604,25,-22,0,6153.,75.,-76.,0,1.62,0.05,-0.04,0,1.45,0.09,-0.09,0,0.26,0.15,-0.15,0,[Fe/H],4.,,,0,0.485,0.015,-0.028,0,2014-12
Kepler-91 b,Kepler-91,6.24658,,,0,0.073,,,0,,,,,0.46,0.06,-0.06,0,,,,,0.05,0.02,-0.02,0,2000,,,0,4600.,,,0,6.4,,,0,1.3,,,0,0.74,,,0,[M/H],,,,,,,,,2016-01
WASP-52 b,WASP-52,1.7497828,6.e-7,-6.e-7,0,,,,,1.223,0.062,-0.062,0,0.46,0.02,-0.02,0,0.334,0.036,-0.036,0,0.,,,0,1309,17,-17,0,5000.,100.,-100.,0,0.79,0.02,-0.02,0,0.87,0.03,-0.03,0,0.03,0.12,-0.12,0,[Fe/H],,,,,,,,,2019-06
CoRoT-5 b,CoRoT-5,4.0378962,1.9e-6,-1.9e-6,0,0.05004,0.00162,-0.00098,0,1.182,0.102,-0.098,0,0.47,0.058,-0.032,0,0.354,0.109,-0.077,0,,,,,1348,50,-51,0,6100.,95.,-95.,0,1.05,0.08,-0.07,0,1.02,0.1,-0.06,0,-0.25,0.06,-0.06,0,[Fe/H],3.9,2.7,-5.4,0,1.2,0.3,-0.2,0,2011-11
WASP-172 b,WASP-172,5.477433,7.e-6,-7.e-6,0,0.0694,0.0011,-0.0011,0,1.57,0.1,-0.1,0,0.47,0.1,-0.1,0,0.16,0.05,-0.05,0,0.,,,0,1740,60,-60,0,6900.,140.,-140.,0,1.91,0.1,-0.1,0,1.49,0.07,-0.07,0,-0.1,0.08,-0.08,0,,1.79,0.28,-0.28,0,0.3,0.06,-0.06,0,2019-01
WASP-113 b,WASP-113,4.54216875,4.2e-6,-4.2e-6,0,0.05885,0.0001,-0.0001,0,1.409,0.096,-0.14,0,0.475,0.054,-0.052,0,0.228,0.073,-0.045,0,0.,,,0,1496,60,-60,0,5890.,140.,-140.,0,1.61,0.09,-0.12,0,1.32,0.07,-0.07,0,0.1,0.09,-0.09,0,[Fe/H],6.2,1.6,-3.8,0,0.447,0.102,-0.055,0,2016-10
WASP-31 b,WASP-31,3.4,,,0,,,,,1.55,,,0,0.48,,,0,,,,,,,,,1580,,,0,6217.,83.08,-121.38,0,1.27,0.05,-0.06,0,1.2,0.22,-0.12,0,-0.08,0.1,-0.1,0,[M/H],,,,,0.8285,0.1857,-0.1458,0,2016-01
WASP-96 b,WASP-96,3.4252602,2.7e-6,-2.7e-6,0,0.0453,0.0013,-0.0013,0,1.2,0.06,-0.06,0,0.48,0.03,-0.03,0,0.37,0.05,-0.05,0,0.,,,0,1285,40,-40,0,5540.,140.,-140.,0,1.05,0.05,-0.05,0,1.06,0.09,-0.09,0,0.14,0.19,-0.19,0,[Fe/H],8.,26.,-8.,0,1.299,0.103,-0.103,0,2014-05
HATS-75 b,HATS-75,2.7886556,1.1e-6,-1.1e-6,0,0.032742,0.000134,-0.000099,0,0.884,0.013,-0.013,0,0.491,0.039,-0.039,0,0.878,0.084,-0.084,0,0.064,,,1,772,2,-2,0,3790.4,5.7,-5.7,0,0.58,0.,0.,0,0.6,0.01,-0.01,0,0.522,0.051,-0.028,0,[Fe/H],14.9,3.3,-4.3,0,4.239,0.091,-0.065,0,2022-03
WASP-11 b,WASP-11,3.72247967,4.5e-7,-4.5e-7,0,0.04375,0.00074,-0.00074,0,0.99,0.023,-0.023,0,0.492,0.024,-0.024,0,0.632,0.035,-0.035,0,,,,,992,14,-14,0,4900.,65.,-65.,0,0.77,0.01,-0.01,0,0.81,0.04,-0.04,0,0.12,0.09,-0.09,0,[Fe/H],7.6,6.,-3.5,0,2.462,0.104,-0.104,0,2015-07
HAT-P-46 b,HAT-P-46,4.463129,0.000048,-0.000048,0,0.0577,0.0014,-0.0009,0,1.284,0.271,-0.133,0,0.493,0.082,-0.052,0,0.28,0.1,-0.1,0,0.123,0.12,-0.12,0,1458,140,-75,0,6120.,100.,-100.,0,1.4,0.29,-0.14,0,1.28,0.1,-0.06,0,0.3,0.1,-0.1,0,[Fe/H],2.5,0.7,-1.,0,,,,,2014-06
K2-132 b,K2-132,9.1708,0.0025,-0.0025,0,0.0916,0.0006,-0.0006,0,1.089,0.006,-0.006,0,0.495,0.0068,-0.0063,0,,,,,0.29,0.049,-0.049,0,1586,10,-10,0,4878.,70.,-70.,0,4.11,0.05,-0.05,0,1.19,0.04,-0.04,0,-0.11,0.05,-0.05,0,[Fe/H],5.5,0.4,-0.4,0,,,,,2018-06
K2-137 b,K2-137,0.179715,1.e-6,-1.e-6,0,0.0058,0.0006,-0.0006,0,0.079,0.008,-0.008,0,0.5,,,1,,,,,0.,,,0,1471,47,-47,0,3492.,70.,-70.,0,0.44,0.04,-0.04,0,0.46,0.05,-0.05,0,0.08,0.12,-0.12,0,[Fe/H],,,,,13.,2.,-2.,0,2018-03
Kepler-45 b,Kepler-45,2.45524122,6.5e-7,-6.5e-7,0,0.02954,0.00101,-0.00101,0,0.999,0.069,-0.069,0,0.5,0.061,-0.061,0,0.624,0.125,-0.125,0,,,,,787,26,-26,0,3820.,90.,-90.,0,0.54,0.04,-0.04,0,0.57,0.06,-0.06,0,0.2,0.1,-0.1,0,[Fe/H],,,,,5.11,0.73,-0.73,0,2012-10
WASP-101 b,WASP-101,3.585722,4.e-6,-4.e-6,0,0.0506,0.0009,-0.0009,0,1.41,0.05,-0.05,0,0.5,0.04,-0.04,0,0.24,0.03,-0.03,0,0.,,,0,1560,35,-35,0,6400.,110.,-110.,0,1.29,0.04,-0.04,0,1.34,0.07,-0.07,0,0.2,0.12,-0.12,0,[Fe/H],0.9,1.3,-0.4,0,0.882,0.061,-0.061,0,2014-05
WASP-6 b,WASP-6,3.36,,,0,,,,,1.22,,,0,0.5,,,0,,,,,,,,,1150,,,0,5380.72,87.79,-137.72,0,0.82,0.05,-0.03,0,0.93,0.14,-0.1,0,-0.143,0.028,-0.028,0,[M/H],,,,,2.3981,0.4241,-0.6363,0,2016-01
WASP-183 b,WASP-183,4.1117771,5.1e-6,-5.1e-6,0,0.04632,0.00075,-0.00075,0,1.47,0.94,-0.33,0,0.502,0.047,-0.047,0,0.21,0.24,-0.16,0,,,,,1111,30,-30,0,5313.,72.,-72.,0,0.87,0.04,-0.04,0,0.78,0.04,-0.04,0,-0.31,0.04,-0.04,0,[Fe/H],14.9,1.7,-1.7,0,1.68,0.24,-0.24,0,2019-06
WASP-177 b,WASP-177,3.071722,1.e-6,-1.e-6,0,0.03957,0.00058,-0.00058,0,1.58,0.66,-0.36,0,0.508,0.038,-0.038,0,0.172,0.203,-0.11,0,,,,,1142,32,-32,0,5017.,70.,-70.,0,0.89,0.05,-0.05,0,0.88,0.04,-0.04,0,0.25,0.04,-0.04,0,[Fe/H],9.7,3.9,-3.9,0,1.78,0.32,-0.21,0,2019-06
WASP-17 b,WASP-17,3.73,,,0,,,,,1.89,,,0,0.51,,,0,,,,,,,,,1740,,,0,6548.,138.2,-142.29,0,1.57,0.08,-0.09,0,1.35,0.27,-0.16,0,-0.07,0.1,-0.1,0,[M/H],,,,,0.4902,0.0978,-0.159,0,2016-01
WASP-13 b,WASP-13,4.353011,0.000013,-0.000013,0,0.0557,0.0018,-0.0018,0,1.528,0.084,-0.084,0,0.512,0.06,-0.06,0,0.178,0.031,-0.031,0,,,,,1531,37,-37,0,5826.,100.,-100.,0,1.66,0.08,-0.08,0,1.22,0.12,-0.12,0,0.,0.2,-0.2,0,[Fe/H],5.,3.1,-1.9,0,0.378,0.041,-0.041,0,2012-10
WASP-118 b,WASP-118,4.0460435,4.4e-6,-4.4e-6,0,0.05453,0.00048,-0.00048,0,1.44,0.036,-0.036,0,0.514,0.02,-0.02,0,0.233,0.024,-0.024,0,0.,,,0,1729,36,-36,0,6410.,125.,-125.,0,1.7,0.03,-0.03,0,1.32,0.04,-0.04,0,0.16,0.1,-0.1,0,[Fe/H],1.17,5.72,-0.75,0,0.382,0.017,-0.017,0,2016-12
CoRoT-26 b,CoRoT-26,4.20474,0.00005,-0.00005,0,0.0526,0.001,-0.001,0,1.26,0.13,-0.07,0,0.52,0.05,-0.05,0,0.28,0.09,-0.07,0,0.,,,0,1600,80,-70,0,5590.,100.,-100.,0,1.79,0.18,-0.09,0,1.09,0.06,-0.06,0,0.01,0.13,-0.13,0,[Fe/H],8.6,1.8,-0.9,0,,,,,2013-07
HATS-10 b,HATS-10,3.312846,5.8e-6,-5.8e-6,0,0.04491,0.00074,-0.00074,0,0.969,0.061,-0.045,0,0.526,0.081,-0.081,0,0.7,0.15,-0.15,0,0.501,,,1,1407,39,-39,0,5880.,120.,-120.,0,1.1,0.06,-0.04,0,1.1,0.05,-0.05,0,0.15,0.1,-0.1,0,[Fe/H],3.3,1.7,-1.7,0,1.15,0.12,-0.16,0,2015-07
HAT-P-65 b,HAT-P-65,2.6054552,3.1e-6,-3.1e-6,0,0.03951,0.00054,-0.00054,0,1.89,0.13,-0.13,0,0.527,0.083,-0.083,0,0.096,0.025,-0.025,0,0.304,,,1,1930,45,-45,0,5835.,51.,-51.,0,1.86,0.1,-0.1,0,1.21,0.05,-0.05,0,0.1,0.08,-0.08,0,[Fe/H],5.46,0.61,-0.61,0,0.266,0.035,-0.035,0,2016-12
WASP-42 b,WASP-42,4.9816819,1.1e-6,-1.1e-6,0,0.0561,0.0012,-0.0012,0,1.122,0.039,-0.039,0,0.527,0.028,-0.028,0,0.464,0.04,-0.04,0,,,,,1021,19,-19,0,5315.,79.,-79.,0,0.89,0.03,-0.03,0,0.95,0.06,-0.06,0,0.29,0.05,-0.05,0,[Fe/H],4.4,4.4,-3.4,0,1.885,0.13,-0.13,0,2016-04
HAT-P-1 b,HAT-P-1,4.4652968,1.8e-6,-1.8e-6,0,0.05561,0.00083,-0.00083,0,1.319,0.019,-0.019,0,0.529,0.02,-0.02,0,0.358,0.053,-0.053,0,0.,,,0,1322,15,-15,0,5980.,,,0,,,,,,,,,0.13,,,0,[Fe/H],,,,,,,,,2016-06
HATS-27 b,HATS-27,4.637038,0.000014,-0.000014,0,0.0611,0.00068,-0.00068,0,1.5,0.2,-0.11,0,0.53,0.13,-0.13,0,0.18,0.083,-0.057,0,0.581,,,1,1659,66,-46,0,6438.,64.,-64.,0,1.74,0.17,-0.1,0,1.42,0.05,-0.05,0,0.09,0.04,-0.04,0,[Fe/H],2.3,0.22,-0.22,0,0.379,0.064,-0.064,0,2016-10
WASP-80 b,WASP-80,3.06785234,8.3e-7,-7.9e-7,0,0.0344,0.001,-0.0011,0,0.999,0.03,-0.031,0,0.538,0.035,-0.036,0,0.717,0.039,-0.032,0,0.002,0.01,-0.002,0,825,19,-19,0,4143.,92.,-94.,0,0.59,0.02,-0.02,0,0.58,0.05,-0.05,0,-0.13,0.15,-0.17,0,[Fe/H],,,,,4.05,0.077,-0.121,0,2015-07
HATS-13 b,HATS-13,3.0440499,2.7e-6,-2.7e-6,0,0.04057,0.00041,-0.00041,0,1.212,0.035,-0.035,0,0.543,0.072,-0.072,0,0.377,0.058,-0.058,0,0.181,,,1,1244,20,-20,0,5523.,69.,-69.,0,0.89,0.02,-0.02,0,0.96,0.03,-0.03,0,0.05,0.06,-0.06,0,[Fe/H],2.5,1.7,-1.7,0,1.93,0.11,-0.11,0,2015-08
OGLE-TR-111 b,OGLE-TR-111,4.0144477,1.6e-6,-1.6e-6,0,0.04676,0.00123,-0.00123,0,1.011,0.039,-0.039,0,0.55,0.1,-0.1,0,0.65,0.13,-0.13,0,,,,,1019,20,-20,0,5044.,83.,-83.,0,0.82,0.02,-0.02,0,0.85,0.07,-0.07,0,0.19,0.07,-0.07,0,[Fe/H],9.7,11.,-9.2,0,2.14,0.14,-0.14,0,2012-10
WASP-159 b,WASP-159,3.840401,7.e-6,-7.e-6,0,0.0538,0.0015,-0.0015,0,1.38,0.09,-0.09,0,0.55,0.08,-0.08,0,0.28,0.05,-0.05,0,0.,,,0,1850,50,-50,0,6120.,140.,-140.,0,2.11,0.1,-0.1,0,1.41,0.12,-0.12,0,0.22,0.12,-0.12,0,,3.4,0.95,-0.95,0,0.21,0.03,-0.03,0,2019-01
HATS-44 b,HATS-44,2.7439004,3.2e-6,-3.2e-6,0,0.03649,0.0003,-0.0003,0,1.067,0.125,-0.071,0,0.56,0.11,-0.11,0,0.56,0.19,-0.19,0,0.279,,,1,1161,34,-34,0,5080.,100.,-100.,0,0.85,0.04,-0.04,0,0.86,0.02,-0.02,0,0.32,0.071,-0.071,0,[Fe/H],9.7,2.4,-4.,0,1.98,0.25,-0.25,0,2018-03
Kepler-41 b,Kepler-41,1.8555577,3.e-7,-3.e-7,0,0.02396,0.00081,-0.0008,0,1.04,0.035,-0.035,0,0.56,0.0986,-0.093,0,0.7,0.2,-0.2,0,,,,,1770,50,-50,0,5620.,140.,-140.,0,1.02,0.03,-0.03,0,1.12,0.07,-0.07,0,0.29,0.16,-0.16,0,[Fe/H],,,,,,,,,2015-05
WASP-60 b,WASP-60,4.305004,5.9e-6,-5.9e-6,0,0.05548,0.00046,-0.00046,0,1.225,0.069,-0.069,0,0.56,0.036,-0.036,0,0.378,0.069,-0.069,0,,,,,1479,35,-35,0,6105.,50.,-50.,0,1.4,0.07,-0.07,0,1.23,0.03,-0.03,0,0.26,0.07,-0.07,0,[Fe/H],1.7,0.6,-0.5,0,0.63,0.089,-0.089,0,2018-05
WASP-88 b,WASP-88,4.954,0.000019,-0.000019,0,0.06431,0.00065,-0.00062,0,1.7,0.13,-0.07,0,0.56,0.08,-0.08,0,0.146,0.04,-0.04,0,0.,,,0,1772,54,-45,0,6431.,130.,-130.,0,2.08,0.12,-0.06,0,1.45,0.05,-0.05,0,-0.08,0.12,-0.12,0,[Fe/H],,,,,0.225,0.028,-0.042,0,2014-03
WASP-169 b,WASP-169,5.6114118,9.2e-6,-9.2e-6,0,0.0681,0.0014,-0.0014,0,1.304,0.15,-0.073,0,0.561,0.061,-0.061,0,0.33,0.074,-0.094,0,0.,,,0,1604,74,-42,0,6110.,101.,-101.,0,2.01,0.19,-0.09,0,1.34,0.08,-0.08,0,0.06,0.07,-0.07,0,[Fe/H],3.802,0.779,-0.779,0,0.234,0.027,-0.055,0,2019-10
HAT-P-25 b,HAT-P-25,3.65281514,7.6e-7,-7.5e-7,0,0.0466,0.00081,-0.0008,0,1.135,0.048,-0.048,0,0.569,0.023,-0.022,0,0.483,0.059,-0.051,0,0.023,0.022,-0.014,0,1182,25,-25,0,5519.,78.,-76.,0,0.92,0.03,-0.03,0,1.01,0.05,-0.05,0,0.294,0.08,-0.08,0,[Fe/H],,,,,1.84,0.17,-0.15,0,2018-06
WASP-184 b,WASP-184,5.1817,0.00001,-0.00001,0,0.0627,0.0012,-0.0012,0,1.33,0.09,-0.09,0,0.57,0.1,-0.1,0,0.32,0.09,-0.09,0,0.,,,0,1480,50,-50,0,6000.,100.,-100.,0,1.65,0.09,-0.09,0,1.23,0.07,-0.07,0,0.12,0.08,-0.08,0,[Fe/H],4.7,1.1,-1.1,0,0.38,0.07,-0.07,0,2019-11
WASP-56 b,WASP-56,4.617101,4.e-6,-2.e-6,0,0.05458,0.00041,-0.00041,0,1.092,0.035,-0.033,0,0.571,0.034,-0.035,0,0.583,0.064,-0.061,0,0.,,,0,1216,25,-24,0,5600.,100.,-100.,0,1.11,0.03,-0.02,0,1.02,0.02,-0.02,0,0.12,0.06,-0.06,0,[Fe/H],6.2,3.,-2.1,0,1.04,0.06,-0.06,0,2013-03
HAT-P-60 b,HAT-P-60,4.7947813,2.4e-6,-2.4e-6,0,0.06277,0.00017,-0.00017,0,1.631,0.024,-0.024,0,0.574,0.038,-0.038,0,0.164,0.013,-0.013,0,0.25,,,1,1772,12,-12,0,6212.,26.,-26.,0,2.2,0.03,-0.02,0,1.44,0.01,-0.01,0,0.037,0.037,-0.037,0,[Fe/H],2.765,0.042,-0.056,0,0.1909,0.0054,-0.0071,0,2021-07
WASP-157 b,WASP-157,3.9516205,4.e-6,-4.e-6,0,0.0529,0.0017,-0.0017,0,1.065,0.047,-0.047,0,0.574,0.093,-0.093,0,0.64,0.13,-0.13,0,0.,,,0,1339,93,-93,0,5838.,140.,-140.,0,1.13,0.05,-0.05,0,1.26,0.12,-0.12,0,0.34,0.09,-0.09,0,[Fe/H],1.6,2.5,-0.8,0,1.21,0.2,-0.2,0,2016-12
HATS-69 b,HATS-69,2.2252577,1.9e-6,-1.9e-6,0,0.03211,0.00014,-0.00019,0,0.945,0.022,-0.022,0,0.577,,,0,0.46,0.25,-0.25,0,0.519,,,0,1296,7,-7,0,5137.,16.,-16.,0,0.88,0.01,-0.01,0,0.89,0.01,-0.02,0,0.377,0.034,-0.034,0,[Fe/H],8.,1.8,-1.3,0,1.854,0.07,-0.07,0,2019-02
HAT-P-64 b,HAT-P-64,4.007232,1.7e-6,-1.7e-6,0,0.05387,0.0003,-0.0003,0,1.703,0.07,-0.07,0,0.58,0.18,-0.13,0,0.144,0.046,-0.035,0,0.101,,,1,1766,22,-16,0,6457.,29.,-29.,0,1.74,0.04,-0.03,0,1.3,0.02,-0.02,0,-0.113,0.027,-0.056,0,[Fe/H],2.88,0.13,-0.13,0,0.35,0.018,-0.018,0,2021-07
WASP-62 b,WASP-62,4.41194,4.e-6,-4.e-6,0,0.0571,0.0005,-0.0005,0,1.34,0.05,-0.03,0,0.58,0.03,-0.03,0,0.32,0.04,-0.04,0,0.,,,0,1475,25,-20,0,6230.,80.,-80.,0,1.29,0.04,-0.03,0,1.28,0.04,-0.04,0,0.04,0.08,-0.08,0,[Fe/H],0.8,0.6,-0.6,0,0.836,0.039,-0.078,0,2017-01
HAT-P-55 b,HAT-P-55,3.5852467,6.4e-6,-6.4e-6,0,0.04604,0.00056,-0.00056,0,1.182,0.055,-0.055,0,0.582,0.056,-0.056,0,0.435,0.077,-0.077,0,0.139,,,1,1313,26,-26,0,5808.,50.,-50.,0,1.01,0.04,-0.04,0,1.01,0.04,-0.04,0,-0.03,0.08,-0.08,0,[Fe/H],4.2,1.7,-1.7,0,,,,,2015-09
K2-30 b,K2-30,4.09849,0.00002,-0.00002,0,0.0419,0.0016,-0.0012,0,1.069,0.023,-0.019,0,0.589,0.023,-0.022,0,0.598,0.039,-0.043,0,0.08,,,1,1203,18,-19,0,5575.,50.,-50.,0,0.84,0.02,-0.01,0,0.92,0.01,-0.01,0,0.06,0.04,-0.04,0,[Fe/H],2.2,1.8,-0.8,0,2.202,0.09,-0.14,0,2016-12
Kepler-8 b,Kepler-8,3.5224991,7.e-7,-7.e-7,0,0.0474,0.0018,-0.0021,0,1.416,0.053,-0.062,0,0.59,0.13,-0.12,0,0.27,0.11,-0.08,0,,,,,1680,40,-40,0,6213.,150.,-150.,0,1.49,0.05,-0.06,0,1.21,0.07,-0.06,0,-0.055,0.03,-0.03,0,[Fe/H],,,,,,,,,2015-05
WASP-70 A b,WASP-70 A,3.7130203,4.7e-6,-4.7e-6,0,0.04853,0.00062,-0.00062,0,1.164,0.073,-0.102,0,0.59,0.022,-0.022,0,0.499,0.138,-0.08,0,0.,,,0,1387,40,-40,0,5763.,79.,-79.,0,1.22,0.06,-0.09,0,1.11,0.04,-0.04,0,-0.006,0.063,-0.063,0,[Fe/H],9.5,0.5,-0.5,0,0.872,0.192,-0.108,0,2014-12
WASP-15 b,WASP-15,3.75209748,8.1e-7,-8.1e-7,0,0.05165,0.00067,-0.00067,0,1.408,0.046,-0.046,0,0.592,0.019,-0.019,0,0.263,0.024,-0.024,0,,,,,1676,29,-29,0,6405.,80.,-80.,0,1.52,0.04,-0.04,0,1.3,0.05,-0.05,0,0.,0.1,-0.1,0,[Fe/H],2.4,0.6,-0.7,0,0.522,0.038,-0.038,0,2013-09
XO-2 N b,XO-2 N,2.615864,1.6e-6,-1.6e-6,0,0.03616,0.00119,-0.00247,0,0.984,0.041,-0.084,0,0.593,0.041,-0.079,0,0.77406,0.15827,-0.06517,0,,,,,1328,17,-28,0,5340.,50.,-50.,0,0.96,0.04,-0.07,0,0.92,0.09,-0.17,0,0.45,0.05,-0.05,0,[Fe/H],6.5,23.8,-5.2,0,1.457,0.179,-0.082,0,2012-10
HAT-P-3 b,HAT-P-3,2.89973838,2.7e-7,-2.7e-7,0,0.03878,0.00065,-0.00065,0,0.911,0.034,-0.034,0,0.595,0.024,-0.024,0,0.975,0.1,-0.1,0,,,,,1170,17,-17,0,5190.,80.,-80.,0,0.85,0.02,-0.02,0,0.93,0.05,-0.05,0,0.24,0.08,-0.08,0,[Fe/H],2.9,2.7,-4.9,0,2.13,0.16,-0.16,0,2018-05
Kepler-423 b,Kepler-423,2.6843285,7.e-8,-7.e-8,0,0.03585,0.00052,-0.00114,0,1.192,0.052,-0.052,0,0.595,0.081,-0.081,0,0.459,0.083,-0.083,0,0.019,0.028,-0.014,0,1605,120,-120,0,5560.,80.,-80.,0,0.95,0.04,-0.04,0,0.85,0.04,-0.04,0,-0.1,0.05,-0.05,0,[M/H],11.,2.,-2.,0,1.398,0.096,-0.096,0,2015-04
WASP-25 b,WASP-25,3.7648327,9.e-7,-9.e-7,0,0.04819,0.00058,-0.00058,0,1.247,0.032,-0.032,0,0.598,0.044,-0.044,0,0.382,0.028,-0.028,0,,,,,1210,14,-14,0,5736.,50.,-50.,0,0.92,0.02,-0.02,0,1.05,0.04,-0.04,0,0.06,0.05,-0.05,0,[Fe/H],0.1,5.7,-0.1,0,1.884,0.089,-0.089,0,2014-10
